track_name,artist_names,mood,valence,energy,danceability,tempo
Honest,The Chainsmokers,calm,0.312,0.514,0.673,100.035
My House,Flo Rida,happy,0.74,0.702,0.688,94.006
Dura,Daddy Yankee,happy,0.839,0.84,0.783,95.001
Face 2 Face,Juice WRLD,energetic,0.437,0.72,0.711,155.997
This Feeling,"The Chainsmokers, Kelsea Ballerini",calm,0.474,0.651,0.539,105.159
Off The Grid,Kanye West,happy,0.63,0.64,0.546,137.728
Don't Quit (feat. Travis Scott & Jeremih),"DJ Khaled, Calvin Harris, Travis Scott, Jeremih",happy,0.659,0.827,0.652,100.011
What You Need,Don Toliver,calm,0.13,0.655,0.664,129.987
Ayy Macarena,Tyga,happy,0.714,0.629,0.816,96.493
If I Can't Have You,Shawn Mendes,happy,0.864,0.809,0.692,123.911
I’m Tired (with Zendaya) - Bonus Track,"Labrinth, Zendaya",sad,0.192,0.133,0.375,131.721
S-Class,Stray Kids,happy,0.672,0.781,0.886,104.996
Take My Breath - Single Version,The Weeknd,energetic,0.523,0.739,0.747,120.996
Under The Sun (with J. Cole & Lute feat. DaBaby),"Dreamville, J. Cole, Lute, DaBaby",calm,0.163,0.64,0.691,138.672
PAINTING PICTURES,Superstar Pride,calm,0.665,0.477,0.954,119.923
Adictiva,"Daddy Yankee, Anuel AA",happy,0.701,0.771,0.788,99.038
Machika,"J Balvin, Jeon, Anitta",energetic,0.538,0.833,0.615,212.117
vice city,XXXTENTACION,sad,0.329,0.467,0.853,87.023
hoax,Taylor Swift,calm,0.429,0.181,0.662,118.819
Wow.,Post Malone,calm,0.385,0.539,0.833,99.947
Nothings Into Somethings,Drake,sad,0.256,0.234,0.766,96.882
Fast,Juice WRLD,calm,0.263,0.608,0.623,84.98
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",sad,0.307,0.309,0.528,133.83
Still Don't Know My Name,Labrinth,calm,0.313,0.63,0.316,89.643
Delicate,Taylor Swift,sad,0.0499,0.404,0.75,95.045
Thought You Should Know,Morgan Wallen,calm,0.514,0.695,0.529,139.993
Ain't It Different (feat. AJ Tracey & Stormzy),"Headie One, AJ Tracey, Stormzy",calm,0.524,0.569,0.767,77.052
SKELETONS,Travis Scott,calm,0.252,0.686,0.46,148.054
Betrayed,Lil Xan,sad,0.277,0.419,0.823,119.958
love language,Ariana Grande,calm,0.553,0.573,0.688,110.034
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",calm,0.491,0.369,0.492,140.012
Signs,Drake,energetic,0.223,0.735,0.794,107.374
La Difícil,Bad Bunny,happy,0.761,0.848,0.685,179.87
Chanel,Frank Ocean,calm,0.473,0.503,0.776,110.134
Nxde,(G)I-DLE,happy,0.648,0.91,0.726,135.966
"no body, no crime (feat. HAIM)","Taylor Swift, HAIM",calm,0.528,0.613,0.547,79.011
Higher (feat. Nipsey Hussle & John Legend),"DJ Khaled, Nipsey Hussle, John Legend",energetic,0.446,0.956,0.351,83.655
When We Were Young,Adele,calm,0.265,0.595,0.376,144.361
Roses,"The Chainsmokers, ROZES",energetic,0.347,0.806,0.716,100.033
Aim For The Moon (feat. Quavo),"Pop Smoke, Quavo",calm,0.432,0.605,0.713,142.025
Mariners Apartment Complex,Lana Del Rey,sad,0.159,0.252,0.531,76.054
Take My Breath - Single Version,The Weeknd,energetic,0.518,0.74,0.748,121.004
Killing Spree,"Logic, Ansel Elgort",energetic,0.191,0.757,0.856,124.069
Just for Me,PinkPantheress,happy,0.641,0.625,0.796,133.035
Fast Car,"Jonas Blue, Dakota",calm,0.581,0.587,0.459,113.901
TOUT VA BIEN (feat. Ninho & Naps),"Alonzo, Ninho, Naps",happy,0.628,0.72,0.66,99.937
NO BYSTANDERS,Travis Scott,energetic,0.426,0.811,0.731,147.045
DOGTOOTH,"Tyler, The Creator",happy,0.802,0.648,0.706,77.533
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",happy,0.915,0.825,0.702,102.977
Hold That Heat (feat. Travis Scott),"Southside, Future, Travis Scott",calm,0.0692,0.608,0.744,130.045
Love Tonight (Edit),Shouse,calm,0.448,0.681,0.727,123.028
Besos Moja2,"Wisin & Yandel, ROSALÍA",happy,0.644,0.727,0.736,94.048
BOP,DaBaby,happy,0.836,0.787,0.769,126.77
Salimo de Noche,"Tiago PZK, Trueno",happy,0.784,0.628,0.669,83.803
Castle,Eminem,energetic,0.26,0.826,0.657,85.064
Castle on the Hill,Ed Sheeran,energetic,0.471,0.834,0.461,135.007
Loco,"Justin Quiles, Chimbala, Zion & Lennox",happy,0.851,0.899,0.77,128.05
good 4 u,Olivia Rodrigo,happy,0.668,0.661,0.556,168.56
Dancing's Not a Crime,Panic! At The Disco,happy,0.804,0.891,0.526,94.095
LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",calm,0.779,0.585,0.8,126.058
How Would You Feel (Paean),Ed Sheeran,sad,0.242,0.439,0.617,139.979
Bad Habits,Ed Sheeran,energetic,0.591,0.897,0.808,126.026
Right Back (feat. A Boogie Wit Da Hoodie),"Khalid, A Boogie Wit da Hoodie",calm,0.556,0.428,0.786,97.001
Speed It Up,Gunna,calm,0.435,0.587,0.912,143.027
Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",energetic,0.295,0.858,0.662,133.993
Dancing in My Room,347aidan,calm,0.764,0.413,0.98,119.993
The Foundations of Decay,My Chemical Romance,calm,0.198,0.67,0.363,150.15
Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),"Lil Baby, Gunna, Lil Durk, NAV",calm,0.153,0.506,0.859,140.973
Barbie Dreams,Nicki Minaj,happy,0.7,0.787,0.85,87.983
The Way I Are (Dance with Somebody) [feat. Lil Wayne],"Bebe Rexha, Lil Wayne",calm,0.36,0.659,0.466,186.169
E.T.A.,Justin Bieber,calm,0.457,0.494,0.465,127.298
Drowning (feat. Kodak Black),"A Boogie Wit da Hoodie, Kodak Black",happy,0.814,0.81,0.839,129.014
BIGGEST ALLEY OOP,Quavo,sad,0.0548,0.408,0.86,75.481
I'll Wait,"Kygo, Sasha Alex Sloan",calm,0.351,0.651,0.611,122.983
lacy,Olivia Rodrigo,calm,0.413,0.379,0.455,76.967
Training Season,Dua Lipa,calm,0.671,0.582,0.815,123.03
Feel It Still,Portugal. The Man,happy,0.754,0.795,0.801,79.028
Whatever It Takes,Imagine Dragons,calm,0.556,0.655,0.672,134.945
Dancing With A Stranger (with Normani),"Sam Smith, Normani",calm,0.347,0.52,0.741,102.998
Iris,The Goo Goo Dolls,energetic,0.497,0.715,0.315,155.925
Sour Candy (with BLACKPINK),"Lady Gaga, BLACKPINK",happy,0.784,0.87,0.752,120.006
Love/Hate Letter To Alcohol (with Fleet Foxes),"Post Malone, Fleet Foxes",calm,0.0395,0.569,0.475,108.007
Present,Khalid,calm,0.202,0.514,0.684,88.014
Glitch,Taylor Swift,sad,0.331,0.477,0.571,140.734
Gang Gang,Migos,calm,0.5,0.627,0.731,90.03
Special,SZA,sad,0.191,0.199,0.604,76.134
You Need To Calm Down,Taylor Swift,happy,0.714,0.671,0.771,85.026
Make It To Christmas,Alessia Cara,calm,0.305,0.522,0.522,77.072
Something Just Like This,"The Chainsmokers, Coldplay",calm,0.446,0.635,0.617,103.019
Machu Picchu,"Camilo, Evaluna Montaner",happy,0.867,0.789,0.788,167.897
Y LLORO,Junior H,calm,0.767,0.589,0.728,77.475
Bad Man (Smooth Criminal),Polo G,calm,0.57,0.662,0.882,120.034
Like I Do,"David Guetta, Martin Garrix, Brooks",energetic,0.15,0.9,0.635,127.978
I Want It,Juice WRLD,calm,0.147,0.638,0.288,66.424
Can't Feel My Face,The Weeknd,energetic,0.593,0.77,0.702,107.951
Que Tire Pa Lante,Daddy Yankee,happy,0.708,0.901,0.658,93.979
Alocao (With Bad Gyal),"Omar Montes, Bad Gyal",happy,0.699,0.752,0.673,178.005
Armed And Dangerous,Juice WRLD,happy,0.845,0.67,0.736,130.032
2002,Anne-Marie,happy,0.603,0.683,0.697,96.133
Bebe (feat. Anuel AA),"Ozuna, Anuel AA",calm,0.582,0.688,0.739,169.829
She,Harry Styles,calm,0.457,0.521,0.535,140.026
brutal,Olivia Rodrigo,calm,0.28,0.526,0.672,123.999
Sun Comes Up (feat. James Arthur),"Rudimental, James Arthur",energetic,0.23,0.858,0.619,106.017
CUIDAO POR AHÍ,"J Balvin, Bad Bunny",energetic,0.586,0.813,0.845,90.98
Me Porto Bonito,"Bad Bunny, Chencho Corleone",energetic,0.425,0.712,0.911,92.005
LOYALTY. FEAT. RIHANNA.,"Kendrick Lamar, Rihanna",calm,0.419,0.535,0.658,110.684
Bibia Be Ye Ye,Ed Sheeran,happy,0.882,0.677,0.738,127.067
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,calm,0.344,0.621,0.699,118.048
Vibez,ZAYN,calm,0.297,0.671,0.643,96.924
All My Life (feat. J. Cole),"Lil Durk, J. Cole",calm,0.733,0.57,0.787,142.974
God's Plan,Drake,sad,0.318,0.448,0.755,77.179
Fin de Semana,"Oscar Maydon, Junior H",calm,0.365,0.541,0.699,98.395
Save Myself,Ed Sheeran,calm,0.481,0.29,0.552,78.842
Cover Me In Sunshine,"P!nk, Willow Sage Hart",calm,0.314,0.594,0.476,159.702
Jingle Bell Rock,Bobby Helms,calm,0.738,0.368,0.729,119.391
Talk (feat. Disclosure),"Khalid, Disclosure",sad,0.346,0.4,0.9,135.984
Besos Moja2,"Wisin & Yandel, ROSALÍA",happy,0.644,0.727,0.736,94.048
The Thrill Of It All,Sam Smith,sad,0.103,0.279,0.496,127.053
SUGAR,BROCKHAMPTON,calm,0.516,0.538,0.453,122.973
Dura - Remix,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",happy,0.853,0.803,0.772,94.981
Enemies (feat. DaBaby),"Post Malone, DaBaby",happy,0.667,0.674,0.542,76.388
Players,Coi Leray,calm,0.624,0.516,0.954,105.001
Almost (Sweet Music),Hozier,happy,0.711,0.687,0.523,90.036
Watermelon Sugar,Harry Styles,energetic,0.557,0.816,0.548,95.39
Woman,Doja Cat,happy,0.881,0.764,0.824,107.998
Alien Blues,Vundabar,calm,0.455,0.682,0.464,80.062
Gyalchester,Drake,sad,0.122,0.391,0.877,131.018
Que Vuelvas,"Carin Leon, Grupo Frontera",happy,0.779,0.643,0.491,162.469
Graveyard,Halsey,calm,0.187,0.583,0.667,92.043
My Type,"The Chainsmokers, Emily Warren",calm,0.15,0.603,0.604,94.989
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",calm,0.436,0.574,0.577,94.009
"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)","Logic, Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA",happy,0.755,0.809,0.725,90.991
Lumbra,"Cali Y El Dandee, Shaggy",happy,0.835,0.84,0.724,92.01
At Least For Now,Justin Bieber,sad,0.295,0.304,0.375,83.832
Capital Bra je m'appelle,Capital Bra,happy,0.753,0.768,0.626,80.066
Skyfall,Adele,calm,0.0789,0.552,0.346,75.881
Au DD,PNL,calm,0.119,0.698,0.777,119.963
"Young Miko: Bzrp Music Sessions, Vol. 58","Bizarrap, Young Miko",calm,0.443,0.571,0.704,96.016
Síguelo Bailando,Ozuna,happy,0.619,0.663,0.85,97.975
Your Man,Joji,energetic,0.0503,0.818,0.785,117.98
Until I Found You,Stephen Sanchez,calm,0.191,0.5,0.346,202.466
GATÚBELA,"KAROL G, Maldy",energetic,0.325,0.859,0.853,95.131
Never Be the Same,Camila Cabello,energetic,0.264,0.709,0.643,129.961
Ambiente,J Balvin,happy,0.79,0.731,0.789,81.009
Spotlight,"Marshmello, Lil Peep",happy,0.615,0.822,0.546,150.06
Un Coco,Bad Bunny,happy,0.744,0.69,0.839,151.991
invisible string,Taylor Swift,calm,0.45,0.452,0.653,83.433
Fine Line,Harry Styles,sad,0.0511,0.347,0.306,120.996
pretty isn’t pretty,Olivia Rodrigo,energetic,0.594,0.854,0.554,123.926
Lost In Japan,Shawn Mendes,energetic,0.404,0.738,0.736,105.008
Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",energetic,0.279,0.855,0.652,134.009
CAIRO,"KAROL G, Ovy On The Drums",calm,0.431,0.692,0.951,115.047
Girls in the Hood,Megan Thee Stallion,happy,0.874,0.863,0.821,180.013
Gold,Kiiara,calm,0.408,0.412,0.6,113.049
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",energetic,0.357,0.741,0.72,119.896
WIFI LIT,Future,calm,0.313,0.579,0.884,144.973
Don't Start Now,Dua Lipa,happy,0.677,0.793,0.794,123.941
Nowhere Fast (feat. Kehlani),"Eminem, Kehlani",happy,0.644,0.729,0.708,79.024
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Playboi Carti, Madonna",happy,0.852,0.678,0.855,99.029
8,Billie Eilish,calm,0.462,0.235,0.735,62.446
All I Am,Jess Glynne,calm,0.536,0.669,0.74,122.007
Hipócrita,"Anuel AA, Zion",happy,0.79,0.858,0.79,92.05
No Guidance (feat. Drake),"Chris Brown, Drake",sad,0.136,0.454,0.696,92.928
Bye Bye,"Marshmello, Juice WRLD",calm,0.238,0.525,0.645,83.018
No Vacancy,OneRepublic,energetic,0.48,0.73,0.71,99.986
CLASSY 101,"Feid, Young Miko",happy,0.672,0.658,0.859,100.065
imperfect for you,Ariana Grande,sad,0.24,0.389,0.635,150.116
Feel Me,Selena Gomez,energetic,0.392,0.808,0.71,99.989
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",calm,0.464,0.61,0.685,107.999
Columbia,Quevedo,energetic,0.264,0.712,0.668,100.02
Holy (feat. Chance The Rapper),"Justin Bieber, Chance the Rapper",calm,0.388,0.693,0.67,87.017
Malas Decisiones,Kenia OS,happy,0.635,0.791,0.812,109.969
Gata Only,"FloyyMenor, Cris Mj",calm,0.669,0.499,0.791,99.986
UFF,"Veysel, Gzuz",energetic,0.311,0.828,0.815,139.972
Sangria Wine,"Pharrell Williams, Camila Cabello",happy,0.69,0.713,0.831,132.109
Moscow Mule,Bad Bunny,calm,0.292,0.674,0.804,99.968
Polaroid,"Jonas Blue, Liam Payne, Lennon Stella",energetic,0.472,0.898,0.652,114.043
Jiwa Yang Bersedih,Ghea Indrawari,calm,0.451,0.391,0.363,97.377
LA FAMA,"ROSALÍA, The Weeknd",calm,0.805,0.295,0.766,136.016
Si Te Vas,"Sech, Ozuna",calm,0.554,0.644,0.73,174.101
You Better Move,Lil Uzi Vert,calm,0.306,0.556,0.842,118.836
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",happy,0.839,0.821,0.626,129.012
Santa Baby,"Ariana Grande, Liz Gillies",happy,0.777,0.778,0.748,95.989
ROCKSTAR,Junior H,happy,0.895,0.658,0.761,125.036
DUELE EL CORAZON (feat. Wisin),"Enrique Iglesias, Wisin",happy,0.869,0.908,0.716,91.03
Mary's Boy Child / Oh My Lord,Boney M.,happy,0.939,0.703,0.776,112.534
Roli Glitzer Glitzer,"Capital Bra, Luciano, Eno",energetic,0.537,0.734,0.844,154.965
Love Story (Taylor’s Version),Taylor Swift,energetic,0.415,0.792,0.627,119.054
Big Plans,Why Don't We,happy,0.651,0.604,0.693,75.014
Bande organisée,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",happy,0.805,0.939,0.901,142.948
Flowers,Lauren Spencer Smith,sad,0.341,0.449,0.684,66.165
Obsessed,"Riar Saab, Abhijay Sharma",happy,0.851,0.74,0.798,134.932
Whip (feat. Travis Scott),"2 Chainz, Travis Scott",sad,0.0379,0.399,0.793,121.949
Nico and the Niners,Twenty One Pilots,calm,0.362,0.595,0.731,140.072
Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",energetic,0.291,0.725,0.61,146.163
Curtains,Ed Sheeran,energetic,0.443,0.757,0.5,175.944
Criminal,"NATTI NATASHA, Ozuna",happy,0.839,0.813,0.814,79.997
Give No Fxk,"Migos, Travis Scott, Young Thug",calm,0.236,0.627,0.904,145.976
When I Look At You,Miley Cyrus,calm,0.194,0.545,0.459,137.941
Balenciaga Challenge (feat. Offset),"6LACK, Offset",calm,0.658,0.394,0.744,142.961
Gently (feat. Bad Bunny),"Drake, Bad Bunny",sad,0.255,0.407,0.868,107.524
Wonder,Shawn Mendes,calm,0.129,0.631,0.442,139.774
Mal Feito - Ao Vivo,"Hugo & Guilherme, Marília Mendonça",happy,0.684,0.831,0.732,123.942
Santa Claus Is Coming To Town,The Jackson 5,calm,0.943,0.577,0.682,147.331
Don’t Break My Heart,The Weeknd,calm,0.243,0.618,0.767,121.959
A l'ammoniaque,PNL,sad,0.153,0.381,0.583,127.667
Did It Again,Lil Tecca,calm,0.186,0.561,0.686,148.775
Not Ok,"Kygo, Chelsea Cutler",calm,0.408,0.66,0.618,105.0
CITY OF ANGELS,24kGoldn,calm,0.724,0.541,0.686,120.082
Loco,"Justin Quiles, Chimbala, Zion & Lennox",happy,0.826,0.885,0.771,128.031
How Do You Sleep?,Sam Smith,calm,0.345,0.682,0.477,110.567
I Know,Post Malone,calm,0.262,0.603,0.666,102.94
Alone Again,The Weeknd,calm,0.0599,0.652,0.218,65.375
Austin,Dasha,happy,0.738,0.671,0.75,114.902
24K Magic,Bruno Mars,happy,0.632,0.803,0.818,106.97
Hold On,Adele,calm,0.459,0.364,0.366,165.902
If You Know You Know,Pusha T,happy,0.701,0.697,0.46,153.426
The Greatest,Sia,happy,0.686,0.785,0.639,191.95
2012,"Bausa, Juju",calm,0.476,0.619,0.805,98.995
MiAMi (feat. Gunna),"Tory Lanez, Gunna",energetic,0.357,0.862,0.674,160.073
Christmas (Baby Please Come Home),Darlene Love,energetic,0.36,0.759,0.325,126.627
WHAT'S GOOD,"Tyler, The Creator",energetic,0.449,0.909,0.458,118.227
Si Quieren Frontear,"Duki, De La Ghetto, Quevedo",energetic,0.476,0.837,0.789,81.536
Vampiro,"Matuê, WIU, Teto",happy,0.627,0.643,0.782,114.994
I Think I'm OKAY (with YUNGBLUD & Travis Barker),"mgk, YUNGBLUD, Travis Barker",energetic,0.304,0.729,0.629,119.996
Calling My Spirit,Kodak Black,calm,0.742,0.365,0.908,119.977
Heartless,The Weeknd,energetic,0.252,0.746,0.537,170.062
SCOOP (feat. Doja Cat),"Lil Nas X, Doja Cat",calm,0.582,0.527,0.841,163.975
SUN GOES DOWN,Lil Nas X,calm,0.123,0.643,0.549,174.041
La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",happy,0.789,0.714,0.814,176.013
Monster,Red Velvet - IRENE & SEULGI,energetic,0.351,0.748,0.631,115.665
Rake It Up (feat. Nicki Minaj),"Yo Gotti, Nicki Minaj",calm,0.53,0.444,0.91,149.953
It's Gotta Be You,Isaiah Firebrace,energetic,0.588,0.745,0.422,95.487
Somebody To Love - Remastered 2011,Queen,calm,0.358,0.693,0.497,111.539
Puta Madre - Bonustrack,RAF Camora,happy,0.95,0.784,0.844,125.974
Break Up Every Night,The Chainsmokers,energetic,0.528,0.806,0.624,149.999
Headshot (feat. Polo G & Fivio Foreign),"Lil Tjay, Polo G, Fivio Foreign",calm,0.392,0.638,0.809,117.982
Jumpsuit,Twenty One Pilots,calm,0.232,0.628,0.619,127.065
Gnat,Eminem,happy,0.82,0.869,0.835,140.945
Graduation (with Juice WRLD),"benny blanco, Juice WRLD",happy,0.605,0.65,0.731,154.968
"Stay With Me (with Justin Timberlake, Halsey & Pharrell)","Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams",happy,0.9,0.733,0.81,125.975
Scooby Doo Pa Pa,Dj Kass,energetic,0.544,0.788,0.913,120.934
Head & Heart (feat. MNEK),"Joel Corry, MNEK",happy,0.905,0.874,0.734,122.953
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",happy,0.667,0.716,0.721,104.994
Lovers Rock,TV Girl,energetic,0.572,0.871,0.559,104.97
Wieso tust Du dir das an?,Apache 207,calm,0.461,0.473,0.857,133.966
Press,Cardi B,calm,0.243,0.525,0.888,133.983
The Story Of Us (Taylor's Version),Taylor Swift,energetic,0.57,0.781,0.515,139.846
Mask Off (feat. Kendrick Lamar) - Remix,"Future, Kendrick Lamar",sad,0.228,0.424,0.72,150.01
Sial,Mahalini,sad,0.196,0.431,0.563,120.014
Nonsense,Sabrina Carpenter,happy,0.732,0.697,0.74,138.992
LA FAMA,"ROSALÍA, The Weeknd",calm,0.821,0.302,0.77,136.01
Home,Good Neighbours,calm,0.134,0.676,0.583,77.002
One Day (feat. Ryan Tedder),"Logic, Ryan Tedder",energetic,0.272,0.871,0.529,189.837
Mercedes Tintia,Anuel AA,happy,0.768,0.67,0.815,172.014
Cherry,Lana Del Rey,calm,0.337,0.541,0.355,123.524
Macetando,"Ivete Sangalo, LUDMILLA",happy,0.808,0.789,0.807,129.992
Intro: Singularity,BTS,sad,0.204,0.271,0.775,104.001
Seek & Destroy,SZA,calm,0.345,0.647,0.651,152.069
White Iverson,Post Malone,calm,0.309,0.562,0.675,130.098
If I'm Lucky,Jason Derulo,calm,0.506,0.634,0.897,112.048
Errbody,Lil Baby,calm,0.272,0.606,0.887,139.995
Look At Me!,XXXTENTACION,energetic,0.349,0.726,0.763,139.059
Make Believe,Juice WRLD,happy,0.672,0.84,0.465,83.981
Bad Habits,Ed Sheeran,energetic,0.537,0.893,0.807,126.011
The Business,Tiësto,calm,0.235,0.62,0.798,120.031
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",happy,0.699,0.671,0.717,110.054
BYE,Peso Pluma,happy,0.7,0.812,0.782,122.063
Zombie,"Samra, Capital Bra",calm,0.323,0.604,0.565,109.085
Take One,Kodak Black,calm,0.485,0.613,0.657,174.027
Losses,Drake,calm,0.505,0.57,0.551,85.687
Lets Link,WhoHeem,calm,0.522,0.683,0.839,120.003
Paradise,Khalid,calm,0.523,0.452,0.581,75.046
Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion",happy,0.721,0.676,0.713,99.048
Panini,Lil Nas X,calm,0.475,0.594,0.703,153.848
Heart On Ice,Rod Wave,sad,0.244,0.389,0.733,157.878
Perna Bamba,"Parangolé, Leo Santana",happy,0.96,0.894,0.827,134.012
Remember (with David Guetta),"Becky Hill, David Guetta",energetic,0.555,0.864,0.626,123.833
Be Like Me (feat. Lil Wayne),"Lil Pump, Lil Wayne",calm,0.593,0.396,0.948,104.006
Mi Cuarto,Jerry Di,calm,0.63,0.525,0.854,97.054
Gucci Gang,Lil Pump,calm,0.675,0.533,0.95,119.869
Paradise (feat. Dermot Kennedy),"MEDUZA, Dermot Kennedy",calm,0.435,0.595,0.632,124.114
Black Beatles,"Rae Sremmurd, Gucci Mane",calm,0.355,0.632,0.794,145.926
X (feat. Future),"21 Savage, Metro Boomin, Future",sad,0.111,0.413,0.835,149.004
Photograph,Ed Sheeran,sad,0.201,0.379,0.614,107.989
Wake Me Up,Avicii,happy,0.643,0.783,0.532,124.08
goosebumps,Travis Scott,energetic,0.43,0.728,0.841,130.049
Cut My Lip,Twenty One Pilots,calm,0.678,0.561,0.641,111.938
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",energetic,0.362,0.736,0.775,100.988
OA,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",happy,0.647,0.866,0.813,99.994
Miserable Man,David Kushner,sad,0.307,0.349,0.632,109.981
Don't,Ed Sheeran,happy,0.849,0.608,0.806,95.049
You & Me,JENNIE,calm,0.575,0.573,0.787,111.996
OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug",calm,0.309,0.591,0.802,139.864
René,Residente,calm,0.467,0.388,0.486,90.471
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",calm,0.564,0.542,0.926,135.14
Hard Work Pays Off,"Future, Juice WRLD",calm,0.608,0.482,0.736,140.064
More Than You Know,Axwell /\ Ingrosso,energetic,0.571,0.741,0.646,123.077
ACORDA PEDRINHO,Jovem Dionisio,calm,0.876,0.359,0.876,124.016
CHICKEN TERIYAKI,ROSALÍA,calm,0.558,0.4,0.788,97.936
Wanted,OneRepublic,calm,0.711,0.534,0.668,145.816
Meer,Luciano,calm,0.598,0.638,0.728,160.036
Qué Más Pues?,"J Balvin, Maria Becerra",happy,0.768,0.819,0.891,101.968
Science Fiction,Arctic Monkeys,happy,0.643,0.766,0.542,88.062
Roller,Apache 207,happy,0.683,0.758,0.941,128.017
ANDO,"Jere Klein, Gittobeatz",calm,0.393,0.598,0.844,98.022
Fun Tonight,Lady Gaga,energetic,0.323,0.923,0.645,117.945
Deux frères,PNL,calm,0.308,0.659,0.794,112.019
Heathens,Twenty One Pilots,calm,0.548,0.396,0.732,90.024
Caile,Luar La L,energetic,0.461,0.756,0.704,121.737
True Colors,The Weeknd,calm,0.582,0.424,0.616,76.676
Head Shoulders Knees & Toes (feat. Norma Jean Martine),"Ofenbach, Quarterhead, Norma Jean Martine",energetic,0.6,0.828,0.798,124.962
Miss The Rage,"Trippie Redd, Playboi Carti",energetic,0.353,0.877,0.581,77.006
Single Soon,Selena Gomez,calm,0.747,0.571,0.61,105.01
"Sunflower, Vol. 6",Harry Styles,happy,0.86,0.846,0.566,160.02
My Only Wish (This Year),Britney Spears,happy,0.698,0.824,0.666,147.064
Surf (feat. Gunna),"Young Thug, Gunna",calm,0.596,0.561,0.93,140.987
You’re Not Sorry (Taylor’s Version),Taylor Swift,sad,0.241,0.444,0.506,133.873
Holanda,Jhayco,energetic,0.244,0.759,0.831,107.961
AM I DREAMING (feat. Miley Cyrus),"Lil Nas X, Miley Cyrus",sad,0.209,0.445,0.629,94.103
Caro,Bad Bunny,calm,0.248,0.575,0.651,160.007
44 More,Logic,calm,0.236,0.572,0.818,139.968
There for You,"Martin Garrix, Troye Sivan",calm,0.13,0.644,0.611,105.969
Me Niego (feat. Ozuna & Wisin),"Reik, Ozuna, Wisin",happy,0.768,0.779,0.777,94.023
Supplies,Justin Timberlake,calm,0.225,0.554,0.793,119.993
Walk Me Home,P!nk,calm,0.432,0.453,0.652,88.038
Butter,BTS,calm,0.695,0.459,0.759,109.997
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus, Mason Ramsey, Young Thug",calm,0.674,0.503,0.891,136.009
Walking The Wire,Imagine Dragons,energetic,0.12,0.768,0.539,99.961
REMEDY,Alesso,energetic,0.483,0.775,0.601,119.964
MORE,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",energetic,0.199,0.787,0.66,142.018
Papi’s Home,Drake,energetic,0.588,0.741,0.701,140.177
Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",calm,0.565,0.636,0.737,105.005
Hardest To Love,The Weeknd,calm,0.108,0.608,0.467,80.957
Heart Upon My Sleeve (feat. Imagine Dragons),"Avicii, Imagine Dragons",calm,0.38,0.601,0.588,126.06
Rich Spirit,Kendrick Lamar,calm,0.457,0.421,0.852,95.977
Swalla (feat. Nicki Minaj & Ty Dolla $ign),"Jason Derulo, Nicki Minaj, Ty Dolla $ign",happy,0.782,0.817,0.696,98.064
No Complaints (feat. Offset & Drake) (Bonus),"Metro Boomin, Offset, Drake",sad,0.217,0.498,0.913,123.975
Make No Sense,YoungBoy Never Broke Again,happy,0.962,0.733,0.876,154.904
